generation,release_date,artist,name,types,supertype,hp,evolvesFrom,evolvesTo,nationalPokedexNumbers,,,,,,,,,,,,,,,,,,,,,,,,,
Seventh,2/3/2017,Yumi,Sharpedo,['Darkness'],Pokémon,110,Carvanha,,[319],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,Atsuko Nishida,Sandile,['Darkness'],Pokémon,70,,['Krokorok'],[551],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,kawayoo,Krokorok,['Darkness'],Pokémon,90,Sandile,['Krookodile'],[552],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,Hajime Kusajima,Krookodile,['Darkness'],Pokémon,150,Krokorok,,[553],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,Megumi Mizutani,Alolan Diglett,['Metal'],Pokémon,50,,['Dugtrio'],[50],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,match,Alolan Dugtrio,['Metal'],Pokémon,100,Alolan Diglett,,[51],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,Anesaki Dynamic,Skarmory,['Metal'],Pokémon,110,,,[227],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,PLANETA,Solgaleo-GX,['Metal'],Pokémon,250,Cosmoem,,[791],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,Tomokazu Komiya,Snubbull,['Fairy'],Pokémon,70,,['Granbull'],[209],,,,,,,,,,,,,,,,,,,,234,14164,,,,
Seventh,2/3/2017,Suwama Chiaki,Granbull,['Fairy'],Pokémon,110,Snubbull,,[210],,,,,,,,,,,,,,,,,,,,234,14164,,,,
Seventh,2/3/2017,Hitoshi Ariga,Cutiefly,['Fairy'],Pokémon,30,,['Ribombee'],[742],,,,,,,,,,,,,,,,,,,,234,14164,,,,
Seventh,2/3/2017,Shin Nagasawa,Ribombee,['Fairy'],Pokémon,60,Cutiefly,,[743],,,,,,,,,,,,,,,,,,,,234,14164,,,,
Seventh,2/3/2017,Naoyo Kimura,Dratini,['Dragon'],Pokémon,60,,['Dragonair'],[147],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,hatachu,Dragonair,['Dragon'],Pokémon,90,Dratini,['Dragonite'],[148],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,Hiroyuki Yamamoto,Dragonite,['Dragon'],Pokémon,160,Dragonair,,[149],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,Yukiko Baba,Spearow,['Colorless'],Pokémon,60,,['Fearow'],[21],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Hideki Ishikawa,Fearow,['Colorless'],Pokémon,90,Spearow,,[22],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,TOKIYA,Kangaskhan,['Colorless'],Pokémon,130,,,[115],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,5ban Graphics,Tauros-GX,['Colorless'],Pokémon,180,,,[128],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Shibuzoh.,Eevee,['Colorless'],Pokémon,60,,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']",[133],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Shigenori Negishi,Spinda,['Colorless'],Pokémon,80,,,[327],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,MAHOU,Lillipup,['Colorless'],Pokémon,60,,['Herdier'],[506],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,sui,Herdier,['Colorless'],Pokémon,90,Lillipup,['Stoutland'],[507],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Kagemaru Himeno,Stoutland,['Colorless'],Pokémon,150,Herdier,,[508],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Shin Nagasawa,Pikipek,['Colorless'],Pokémon,50,,['Trumbeak'],[731],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Kouki Saitou,Trumbeak,['Colorless'],Pokémon,80,Pikipek,['Toucannon'],[732],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Megumi Mizutani,Toucannon,['Colorless'],Pokémon,140,Trumbeak,,[733],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,match,Yungoos,['Colorless'],Pokémon,70,,['Gumshoos'],[734],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,5ban Graphics,Gumshoos-GX,['Colorless'],Pokémon,210,Yungoos,,[735],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Sanosuke Sakuma,Stufful,['Colorless'],Pokémon,70,,['Bewear'],[759],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,kirisAki,Bewear,['Colorless'],Pokémon,130,Stufful,,[760],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Mitsuhiro Arita,Oranguru,['Colorless'],Pokémon,120,,,[765],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,5ban Graphics,Big Malasada,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Yoshinobu Saito,Crushing Hammer,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Toyste Beach,Energy Retrieval,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ryo Ueda,Energy Switch,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Toyste Beach,Exp. Share,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ryo Ueda,Great Ball,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ken Sugimori,Hau,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ken Sugimori,Ilima,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ken Sugimori,Lillie,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Toyste Beach,Nest Ball,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Toyste Beach,Poison Barb,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ryo Ueda,Poké Ball,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Toyste Beach,Pokémon Catcher,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Toyste Beach,Potion,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ken Sugimori,Professor Kukui,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Toyste Beach,Rare Candy,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Yoshinobu Saito,Repel,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,5ban Graphics,Rotom Dex,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ryo Ueda,Switch,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ken Sugimori,Team Skull Grunt,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Toyste Beach,Timer Ball,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ryo Ueda,Ultra Ball,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Double Colorless Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Rainbow Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,5ban Graphics,Lurantis-GX,['Grass'],Pokémon,210,Fomantis,,[754],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,5ban Graphics,Lapras-GX,['Water'],Pokémon,190,,,[131],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,5ban Graphics,Espeon-GX,['Psychic'],Pokémon,200,Eevee,,[196],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,5ban Graphics,Lunala-GX,['Psychic'],Pokémon,250,Cosmoem,,[792],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,5ban Graphics,Umbreon-GX,['Darkness'],Pokémon,200,Eevee,,[197],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,5ban Graphics,Solgaleo-GX,['Metal'],Pokémon,250,Cosmoem,,[791],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,5ban Graphics,Tauros-GX,['Colorless'],Pokémon,180,,,[128],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,5ban Graphics,Gumshoos-GX,['Colorless'],Pokémon,210,Yungoos,,[735],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Sanosuke Sakuma,Ilima,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Megumi Mizutani,Lillie,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Megumi Mizutani,Professor Kukui,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Sanosuke Sakuma,Team Skull Grunt,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,5ban Graphics,Lurantis-GX,['Grass'],Pokémon,210,Fomantis,,[754],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,5ban Graphics,Lapras-GX,['Water'],Pokémon,190,,,[131],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,5ban Graphics,Espeon-GX,['Psychic'],Pokémon,200,Eevee,,[196],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,5ban Graphics,Lunala-GX,['Psychic'],Pokémon,250,Cosmoem,,[792],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,5ban Graphics,Umbreon-GX,['Darkness'],Pokémon,200,Eevee,,[197],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Seventh,2/3/2017,5ban Graphics,Solgaleo-GX,['Metal'],Pokémon,250,Cosmoem,,[791],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,5ban Graphics,Tauros-GX,['Colorless'],Pokémon,180,,,[128],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,5ban Graphics,Gumshoos-GX,['Colorless'],Pokémon,210,Yungoos,,[735],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Toyste Beach,Nest Ball,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,5ban Graphics,Rotom Dex,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ryo Ueda,Switch,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Ryo Ueda,Ultra Ball,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Psychic Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Metal Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Grass Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Fire Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Water Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Lightning Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Psychic Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Fighting Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Darkness Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Metal Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,,Fairy Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Saya Tsuruta,Eevee,['Colorless'],Pokémon,60,,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']",[133],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Mitsuhiro Arita,Rowlet,['Grass'],Pokémon,50,,['Dartrix'],[722],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Megumi Mizutani,Litten,['Fire'],Pokémon,60,,['Torracat'],[725],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,match,Popplio,['Water'],Pokémon,60,,['Brionne'],[728],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,kirisAki,Pikachu,['Lightning'],Pokémon,70,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,5ban Graphics,Snorlax-GX,['Colorless'],Pokémon,190,,,[143],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,match,Rockruff,['Fighting'],Pokémon,60,,['Lycanroc'],[744],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,match,Pikipek,['Colorless'],Pokémon,60,,['Trumbeak'],[731],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Kouki Saitou,Litten,['Fire'],Pokémon,60,,['Torracat'],[725],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,match,Togedemaru,['Lightning'],Pokémon,70,,,[777],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Mizue,Shiinotic,['Grass'],Pokémon,100,Morelull,,[756],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,5ban Graphics,Lucario-GX,['Fighting'],Pokémon,210,Riolu,,[448],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,5ban Graphics,Dawn Wings Necrozma-GX,['Psychic'],Pokémon,180,,,[800],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,5ban Graphics,Dusk Mane Necrozma-GX,['Metal'],Pokémon,190,,,[800],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,PLANETA,Lunala-GX,['Psychic'],Pokémon,230,Cosmoem,,[792],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,PLANETA Igarashi,Lunala-GX,['Psychic'],Pokémon,230,Cosmoem,,[792],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,PLANETA,Solgaleo-GX,['Metal'],Pokémon,250,Cosmoem,,[791],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,PLANETA Igarashi,Solgaleo-GX,['Metal'],Pokémon,250,Cosmoem,,[791],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,Shin Nagasawa,Lycanroc,['Fighting'],Pokémon,120,Rockruff,,[745],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Shin Nagasawa,Dawn Wings Necrozma,['Psychic'],Pokémon,130,,,[800],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Shin Nagasawa,Dusk Mane Necrozma,['Metal'],Pokémon,130,,,[800],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,2017 Pikachu Project,Ash's Pikachu,['Lightning'],Pokémon,70,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,2017 Pikachu Project,Ash's Pikachu,['Lightning'],Pokémon,70,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Mizue,Bruxish,['Water'],Pokémon,110,,,[779],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,2017 Pikachu Project,Ash's Pikachu,['Lightning'],Pokémon,70,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,2017 Pikachu Project,Ash's Pikachu,['Lightning'],Pokémon,70,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,2017 Pikachu Project,Ash's Pikachu,['Lightning'],Pokémon,70,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,2017 Pikachu Project,Ash's Pikachu,['Lightning'],Pokémon,70,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,2017 Pikachu Project,Ash's Pikachu,['Lightning'],Pokémon,70,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,You Iribi,Pheromosa,['Grass'],Pokémon,110,,,[795],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,TOKIYA,Xurkitree,['Lightning'],Pokémon,120,,,[796],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Shin Nagasawa,Malamar,['Psychic'],Pokémon,90,Inkay,,[687],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,sui,Lycanroc,['Fighting'],Pokémon,120,Rockruff,,[745],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,OOYAMA,Exeggcute,['Grass'],Pokémon,50,,['Exeggutor'],[102],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Naoki Saito,Passimian,['Fighting'],Pokémon,110,,,[766],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,Hideki Ishikawa,Rockruff,['Fighting'],Pokémon,50,,['Lycanroc'],[744],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,5ban Graphics,Raikou-GX,['Lightning'],Pokémon,170,,,[243],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,5ban Graphics,Zygarde-GX,['Fighting'],Pokémon,180,,,[718],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,nagimiso,Dawn Wings Necrozma,['Psychic'],Pokémon,130,,,[800],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,nagimiso,Dusk Mane Necrozma,['Metal'],Pokémon,130,,,[800],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,5ban Graphics,Naganadel-GX,['Psychic'],Pokémon,210,Poipole,,[804],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,PLANETA,Ultra Necrozma-GX,['Dragon'],Pokémon,190,,,[800],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,kirisAki,Alolan Sandslash,['Metal'],Pokémon,120,Alolan Sandshrew,,[28],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,kirisAki,Alolan Ninetales,['Fairy'],Pokémon,110,Vulpix,,[38],,,,,,,,,,,,,,,,,,,,234,14164,,,,
Seventh,2/3/2017,Anesaki Dynamic,Kyogre,['Water'],Pokémon,130,,,[382],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Mitsuhiro Arita,Oranguru,['Colorless'],Pokémon,120,,,[765],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Ryota Murayama,Manectric,['Lightning'],Pokémon,110,Electrike,,[310],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Masakazu Fukuda,Celesteela,['Metal'],Pokémon,140,,,[797],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,313,Delcatty,['Colorless'],Pokémon,90,Skitty,,[301],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,5ban Graphics,Thundurus-GX,['Lightning'],Pokémon,180,,,[642],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,5ban Graphics,Tornadus-GX,['Colorless'],Pokémon,180,,,[641],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Seventh,2/3/2017,Kouki Saitou,Latias,['Dragon'],Pokémon,110,,,[380],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,Kouki Saitou,Latios,['Dragon'],Pokémon,120,,,[381],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,PLANETA Otani,Reshiram-GX,['Fire'],Pokémon,180,,,[643],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,5ban Graphics,Zekrom-GX,['Lightning'],Pokémon,180,,,[644],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,5ban Graphics,Salamence-GX,['Dragon'],Pokémon,250,Shelgon,,[373],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,5ban Graphics,Lycanroc-GX,['Fighting'],Pokémon,200,Rockruff,,[745],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,kawayoo,Salamence,['Dragon'],Pokémon,150,Shelgon,,[373],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,5ban Graphics,White Kyurem-GX,['Dragon'],Pokémon,190,,,[646],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,Masakazu Fukuda,Kyurem,['Dragon'],Pokémon,130,,,[646],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,Hitoshi Ariga,Moltres,['Fire'],Pokémon,120,,,[146],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,Hitoshi Ariga,Articuno,['Water'],Pokémon,120,,,[144],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Hitoshi Ariga,Zapdos,['Lightning'],Pokémon,120,,,[145],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,5ban Graphics,Leafeon-GX,['Grass'],Pokémon,200,Eevee,,[470],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,5ban Graphics,Glaceon-GX,['Water'],Pokémon,200,Eevee,,[471],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Naoki Saito,Champions Festival,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Seventh,2/3/2017,Kouki Saitou,Suicune,['Water'],Pokémon,110,,,[245],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,kawayoo,Zygarde,['Fighting'],Pokémon,130,,,[718],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Seventh,2/3/2017,nagimiso,Raikou,['Lightning'],Pokémon,120,,,[243],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Shin Nagasawa,Giratina,['Psychic'],Pokémon,130,,,[487],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,HYOGONOSUKE,Tapu Lele,['Fairy'],Pokémon,110,,,[786],,,,,,,,,,,,,,,,,,,,234,14164,,,,
Seventh,2/3/2017,Masakazu Fukuda,Rowlet,['Grass'],Pokémon,60,,['Dartrix'],[722],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,Naoki Saito,Salandit,['Fire'],Pokémon,60,,['Salazzle'],[757],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,5ban Graphics,Kingdra-GX,['Water'],Pokémon,230,Seadra,,[230],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,5ban Graphics,Dragonite-GX,['Dragon'],Pokémon,250,Dragonair,,[149],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,Megumi Mizutani,Pikachu,['Lightning'],Pokémon,60,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Anesaki Dynamic,Charizard,['Fire'],Pokémon,150,Charmeleon,,[6],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Seventh,2/3/2017,Misa Tsutsui,Zapdos,['Lightning'],Pokémon,110,,,[145],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,5ban Graphics,Solgaleo-GX,['Metal'],Pokémon,250,Cosmoem,,[791],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,Midori Harada,Nidoqueen,['Psychic'],Pokémon,160,Nidorina,,[31],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Mizue,Jirachi,['Metal'],Pokémon,70,,,[385],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Seventh,2/3/2017,Saya Tsuruta,Pikachu,['Lightning'],Pokémon,60,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Seventh,2/3/2017,Saya Tsuruta,Mimikyu,['Fairy'],Pokémon,70,,,[778],,,,,,,,,,,,,,,,,,,,234,14164,,,,
Seventh,2/3/2017,You Iribi,Deoxys,['Psychic'],Pokémon,110,,,[386],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Seventh,2/3/2017,Shin Nagasawa,Ultra Necrozma,['Dragon'],Pokémon,130,,,[800],,,,,,,,,,,,,,,,,,,,433,13731,,,,
Seventh,2/3/2017,Mitsuhiro Arita,Magikarp & Wailord-GX,['Water'],Pokémon,300,,['Gyarados'],"[129, 321]",,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Seventh,2/3/2017,Shin Nagasawa,Celebi & Venusaur-GX,['Grass'],Pokémon,270,,,"[3, 251]",,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Seventh,2/3/2017,kawayoo,Pikachu & Zekrom-GX,['Lightning'],Pokémon,240,,['Raichu'],"[25, 644]",,,,,,,,,,,,,,,,,,,,1271,10758,,,,
